Cd Type Statut;Code Statut;Label Statut;Lb Adm Tr;Lb Type Statut;CD NOM (lists!rouges)
LRR;EN;En danger;Hauts-de-France;Liste rouge régionale;4431
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4955
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6211
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;116829
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717318
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717462
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;612498
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;120700
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;128672
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;113711
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106550
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;80334
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;101286
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;100813
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106004
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93620
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;100788
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;113432
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;114517
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5268
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;6286
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92629
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;4452
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6424
LRR;CR*;On ne sait pas si l'espèce n'est pas éteinte ou disparue;Hauts-de-France;Liste rouge régionale;4890
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;124756
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;610841
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;123922
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;3908
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;4808
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6734
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;130621
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;435867
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;434016
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5045
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;116112
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;116740
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;108810
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;89239
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;89455
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;112988
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105433
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;131230
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105159
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;80329
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;86489
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97543
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;96143
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105621
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;96386
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;611700
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;5124
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6182
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5910
LRR;CR*;On ne sait pas si l'espèce n'est pas éteinte ou disparue;Hauts-de-France;Liste rouge régionale;4819
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6628
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92364
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;639061
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5067
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5969
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4754
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;5210
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717867
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;108987
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;433999
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;3865
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;128504
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;810187
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;609983
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;123580
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;123687
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;125391
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;5035
LRR;CR*;On ne sait pas si l'espèce n'est pas éteinte ou disparue;Hauts-de-France;Liste rouge régionale;5149
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;118158
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;82756
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;109671
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;90131
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;103797
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92892
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;82093
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;85132
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;79721
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93613
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93471
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;84251
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;86107
LRR;CR*;On ne sait pas si l'espèce n'est pas éteinte ou disparue;Hauts-de-France;Liste rouge régionale;786462
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;434238
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;434611
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5284
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;786522
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;117860
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;128291
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;131285
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;120908
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;121239
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;137769
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5063
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6230
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4424
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;4439
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5020
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5093
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;5098
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5506
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;5514
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4724
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5025
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;5041
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;5167
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6235
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;6710
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6713
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6739
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6013
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6033
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;5310
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6751
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5908
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6789
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6058
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;94664
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;5353
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5362
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;6296
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;6600
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6210
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6216
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6617
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;5919
LRR;EN;En danger;Hauts-de-France;Liste rouge régionale;5933
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5547
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;3853
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92654
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92537
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92717
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;3910
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4397
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;115083
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;124682
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;116371
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717338
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;117775
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;161005
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;107662
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106800
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;115182
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;127337
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;108331
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;127490
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;116022
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717455
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;125397
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;117128
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;124646
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;115031
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;108249
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;129993
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;120320
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;120009
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;434560
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;434573
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;111424
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;121673
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;132217
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;610863
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;436220
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;120029
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;434387
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;611082
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;610912
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;131286
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;130484
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;132121
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;611507
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;611351
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;132444
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;109638
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;129968
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;119549
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;129265
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;610820
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;129271
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;610643
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;129046
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;130118
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;130715
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;111837
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;119587
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;434074
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;611649
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;120459
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;434459
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;121293
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;892320
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;120643
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;112100
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;613140
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;111876
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;434209
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;434234
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;137785
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106965
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;91165
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;107303
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;114028
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106429
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;91834
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92204
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;94744
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;87707
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105869
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106678
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;123705
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;101237
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;95679
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93924
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;100087
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;83938
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;79742
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;90234
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;95237
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93864
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;148151
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;79775
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;101299
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;100167
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92254
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;101046
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;81373
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;89710
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;80270
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;90879
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;100258
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;80998
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;89323
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;101546
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;83152
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;141494
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;103578
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;90395
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;86122
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;90178
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105295
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;103502
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105673
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;85555
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;99233
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105689
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;103254
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97346
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;85374
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97666
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;139849
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;86156
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;96739
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105989
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105044
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;102959
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;85149
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;104036
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;81992
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;82353
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106497
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;106523
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;88963
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;87616
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;96051
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;115025
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;91848
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;116202
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97935
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97837
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;97594
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;137412
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;82398
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105857
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105175
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;116138
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93535
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93539
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;142452
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;85915
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93282
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93699
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;139393
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;100419
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;111881
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;112467
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;90311
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;139173
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;83866
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;100859
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;84869
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;103235
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;84290
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;85779
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;93097
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;102930
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;85795
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;4990
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;6795
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;79723
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5017
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;5399
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;104723
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5922
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;80735
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;104493
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;87881
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;105297
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;79788
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;81505
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;103545
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;103547
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;87429
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;86423
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;98910
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5270
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;3867
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;445723
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;6155
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;4872
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;3888
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;98939
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5295
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;5665
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5882
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;79970
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;6361
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;6367
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6468
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6483
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;113100
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4901
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;4910
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;80304
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;4938
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;80086
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;99666
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6732
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;4989
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;80338
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6760
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6774
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6783
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;613589
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;94355
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;94376
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92663
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;6261
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;6279
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92704
LRR;CR*;On ne sait pas si l'espèce n'est pas éteinte ou disparue;Hauts-de-France;Liste rouge régionale;6392
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;6637
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717694
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;718799
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;716905
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717733
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;717861
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;770927
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;771006
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;788869
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;786463
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;788765
LRR;RE;Disparue au niveau régional;Hauts-de-France;Liste rouge régionale;786483
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;92465
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;613807
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;81978
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;81994
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4415
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;81570
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;85075
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;79319
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;84173
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;4696
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5104
LRR;VU;Vulnérable;Hauts-de-France;Liste rouge régionale;5125
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;87666
LRR;LC;Préoccupation mineure;Hauts-de-France;Liste rouge régionale;5173
LRR;DD;Données insuffisantes;Hauts-de-France;Liste rouge régionale;5531
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;4763
LRR;NA;Non applicable;Hauts-de-France;Liste rouge régionale;83793
LRR;NT;Quasi menacée;Hauts-de-France;Liste rouge régionale;5561
